concept_id,cui,name,semantic_types,atom_url,relations_url
301160009,C0577849,Dorsalis pulse present,Finding,https://uts-ws.nlm.nih.gov/rest/content/2024AB/CUI/C0577849/atoms,
80608005,C0233462,Appropriate affect,Mental or Behavioral Dysfunction,https://uts-ws.nlm.nih.gov/rest/content/2024AB/CUI/C0233462/atoms,
276362002,C0455831,Breathing easily,Finding,https://uts-ws.nlm.nih.gov/rest/content/2024AB/CUI/C0455831/atoms,
271620003,C0425468,Accessory respiratory muscles used,Finding,https://uts-ws.nlm.nih.gov/rest/content/2024AB/CUI/C0425468/atoms,
43478001,C0232498,Abdominal tenderness,Sign or Symptom,https://uts-ws.nlm.nih.gov/rest/content/2024AB/CUI/C0232498/atoms,https://uts-ws.nlm.nih.gov/rest/content/2024AB/CUI/C0232498/relations
301155005,C0577844,Radial pulse present,Finding,https://uts-ws.nlm.nih.gov/rest/content/2024AB/CUI/C0577844/atoms,
830130002,C2116861,Wound healing well,Finding,https://uts-ws.nlm.nih.gov/rest/content/2024AB/CUI/C2116861/atoms,
767002,C0023508,White Blood Cell Count procedure,Laboratory Procedure,https://uts-ws.nlm.nih.gov/rest/content/2024AB/CUI/C0023508/atoms,https://uts-ws.nlm.nih.gov/rest/content/2024AB/CUI/C0023508/relations
14089001,C0014772,Red blood cell count (procedure),Laboratory Procedure,https://uts-ws.nlm.nih.gov/rest/content/2024AB/CUI/C0014772/atoms,https://uts-ws.nlm.nih.gov/rest/content/2024AB/CUI/C0014772/relations
441689006,C2711614,Measurement of total hemoglobin concentration,Laboratory Procedure,https://uts-ws.nlm.nih.gov/rest/content/2024AB/CUI/C2711614/atoms,
28317006,C0018935,Hematocrit Measurement,Laboratory Procedure,https://uts-ws.nlm.nih.gov/rest/content/2024AB/CUI/C0018935/atoms,https://uts-ws.nlm.nih.gov/rest/content/2024AB/CUI/C0018935/relations
104133003,C0863148,Erythrocyte mean corpuscular volume determination,Laboratory Procedure,https://uts-ws.nlm.nih.gov/rest/content/2024AB/CUI/C0863148/atoms,https://uts-ws.nlm.nih.gov/rest/content/2024AB/CUI/C0863148/relations
54706004,C0369183,Mean corpuscular hemoglobin determination,Laboratory Procedure,https://uts-ws.nlm.nih.gov/rest/content/2024AB/CUI/C0369183/atoms,https://uts-ws.nlm.nih.gov/rest/content/2024AB/CUI/C0369183/relations
37254006,C0474535,Mean corpuscular hemoglobin concentration determination,Laboratory Procedure,https://uts-ws.nlm.nih.gov/rest/content/2024AB/CUI/C0474535/atoms,https://uts-ws.nlm.nih.gov/rest/content/2024AB/CUI/C0474535/relations
66842004,C0427460,Red cell distribution width determination,Laboratory Procedure,https://uts-ws.nlm.nih.gov/rest/content/2024AB/CUI/C0427460/atoms,https://uts-ws.nlm.nih.gov/rest/content/2024AB/CUI/C0427460/relations
42525009,C0030605,"Partial thromboplastin time, activated (procedure)",Laboratory Procedure,https://uts-ws.nlm.nih.gov/rest/content/2024AB/CUI/C0030605/atoms,https://uts-ws.nlm.nih.gov/rest/content/2024AB/CUI/C0030605/relations
397798009,C0201973,Creatine kinase measurement,Laboratory Procedure,https://uts-ws.nlm.nih.gov/rest/content/2024AB/CUI/C0201973/atoms,https://uts-ws.nlm.nih.gov/rest/content/2024AB/CUI/C0201973/relations
104613001,C0523584,Creatine kinase MB measurement,Laboratory Procedure,https://uts-ws.nlm.nih.gov/rest/content/2024AB/CUI/C0523584/atoms,https://uts-ws.nlm.nih.gov/rest/content/2024AB/CUI/C0523584/relations
105001004,C0523953,Troponin T cardiac measurement,Laboratory Procedure,https://uts-ws.nlm.nih.gov/rest/content/2024AB/CUI/C0523953/atoms,https://uts-ws.nlm.nih.gov/rest/content/2024AB/CUI/C0523953/relations
312472004,C0729820,Blood calcium measurement,Laboratory Procedure,https://uts-ws.nlm.nih.gov/rest/content/2024AB/CUI/C0729820/atoms,https://uts-ws.nlm.nih.gov/rest/content/2024AB/CUI/C0729820/relations
104868000,C0523828,"Phosphate, total measurement",Laboratory Procedure,https://uts-ws.nlm.nih.gov/rest/content/2024AB/CUI/C0523828/atoms,
271285000,C0863138,Blood magnesium measurement,Laboratory Procedure,https://uts-ws.nlm.nih.gov/rest/content/2024AB/CUI/C0863138/atoms,https://uts-ws.nlm.nih.gov/rest/content/2024AB/CUI/C0863138/relations
33747003,C0392201,Blood glucose measurement,Laboratory Procedure,https://uts-ws.nlm.nih.gov/rest/content/2024AB/CUI/C0392201/atoms,https://uts-ws.nlm.nih.gov/rest/content/2024AB/CUI/C0392201/relations
105011006,C0005845,Blood urea nitrogen measurement,Laboratory Procedure,https://uts-ws.nlm.nih.gov/rest/content/2024AB/CUI/C0005845/atoms,https://uts-ws.nlm.nih.gov/rest/content/2024AB/CUI/C0005845/relations
70901006,C0201975,Creatinine measurement,Laboratory Procedure,https://uts-ws.nlm.nih.gov/rest/content/2024AB/CUI/C0201975/atoms,https://uts-ws.nlm.nih.gov/rest/content/2024AB/CUI/C0201975/relations
312469006,C0729817,Blood sodium measurement,Laboratory Procedure,https://uts-ws.nlm.nih.gov/rest/content/2024AB/CUI/C0729817/atoms,https://uts-ws.nlm.nih.gov/rest/content/2024AB/CUI/C0729817/relations
312468003,C0729816,Blood potassium measurement,Laboratory Procedure,https://uts-ws.nlm.nih.gov/rest/content/2024AB/CUI/C0729816/atoms,https://uts-ws.nlm.nih.gov/rest/content/2024AB/CUI/C0729816/relations
312471006,C0729819,Blood bicarbonate measurement,Laboratory Procedure,https://uts-ws.nlm.nih.gov/rest/content/2024AB/CUI/C0729819/atoms,https://uts-ws.nlm.nih.gov/rest/content/2024AB/CUI/C0729819/relations
25469001,C0201889,Anion gap measurement,Laboratory Procedure,https://uts-ws.nlm.nih.gov/rest/content/2024AB/CUI/C0201889/atoms,https://uts-ws.nlm.nih.gov/rest/content/2024AB/CUI/C0201889/relations
394421000119103,C3866590,"Plain X-ray of chest, anteroposterior view",Diagnostic Procedure,https://uts-ws.nlm.nih.gov/rest/content/2024AB/CUI/C3866590/atoms,
194842008,C0581374,Single coronary vessel disease,Disease or Syndrome,https://uts-ws.nlm.nih.gov/rest/content/2024AB/CUI/C0581374/atoms,
50173008,C0001168,Complete obstruction,Acquired Abnormality,https://uts-ws.nlm.nih.gov/rest/content/2024AB/CUI/C0001168/atoms,https://uts-ws.nlm.nih.gov/rest/content/2024AB/CUI/C0001168/relations
450960006,C3472627,Structure of mid portion of right coronary artery,"Body Part, Organ, or Organ Component",https://uts-ws.nlm.nih.gov/rest/content/2024AB/CUI/C3472627/atoms,
91748002,C0524428,Structure of mid portion of anterior descending branch of left coronary artery,"Body Part, Organ, or Organ Component",https://uts-ws.nlm.nih.gov/rest/content/2024AB/CUI/C0524428/atoms,https://uts-ws.nlm.nih.gov/rest/content/2024AB/CUI/C0524428/relations
1522000,C0332461,Plaque (lesion),Finding,https://uts-ws.nlm.nih.gov/rest/content/2024AB/CUI/C0332461/atoms,https://uts-ws.nlm.nih.gov/rest/content/2024AB/CUI/C0332461/relations
18352002,C0277883,Abnormal systolic arterial pressure,Finding,https://uts-ws.nlm.nih.gov/rest/content/2024AB/CUI/C0277883/atoms,
418285008,C0162577,Angioplasty,Therapeutic or Preventive Procedure,https://uts-ws.nlm.nih.gov/rest/content/2024AB/CUI/C0162577/atoms,https://uts-ws.nlm.nih.gov/rest/content/2024AB/CUI/C0162577/relations
68787002,C0226033,Structure of proximal portion of anterior descending branch of left coronary artery,"Body Part, Organ, or Organ Component",https://uts-ws.nlm.nih.gov/rest/content/2024AB/CUI/C0226033/atoms,https://uts-ws.nlm.nih.gov/rest/content/2024AB/CUI/C0226033/relations
13647002,C1261316,Right coronary artery structure,"Body Part, Organ, or Organ Component",https://uts-ws.nlm.nih.gov/rest/content/2024AB/CUI/C1261316/atoms,https://uts-ws.nlm.nih.gov/rest/content/2024AB/CUI/C1261316/relations
40701008,C0013516,Echocardiography,Diagnostic Procedure,https://uts-ws.nlm.nih.gov/rest/content/2024AB/CUI/C0013516/atoms,https://uts-ws.nlm.nih.gov/rest/content/2024AB/CUI/C0013516/relations
82471001,C0225860,Left atrial structure,"Body Part, Organ, or Organ Component",https://uts-ws.nlm.nih.gov/rest/content/2024AB/CUI/C0225860/atoms,https://uts-ws.nlm.nih.gov/rest/content/2024AB/CUI/C0225860/relations
53461003,C0332506,Normal size,Quantitative Concept,https://uts-ws.nlm.nih.gov/rest/content/2024AB/CUI/C0332506/atoms,
840303004,C5395243,Mild left ventricular hypertrophy,Disease or Syndrome,https://uts-ws.nlm.nih.gov/rest/content/2024AB/CUI/C5395243/atoms,
1259956008,C5787765,Structure of cavity of left cardiac ventricle,Body Space or Junction,https://uts-ws.nlm.nih.gov/rest/content/2024AB/CUI/C5787765/atoms,https://uts-ws.nlm.nih.gov/rest/content/2024AB/CUI/C5787765/relations
162468002,C0436343,Symptom mild,Finding,https://uts-ws.nlm.nih.gov/rest/content/2024AB/CUI/C0436343/atoms,
134401001,C1277187,Left ventricular systolic dysfunction,Disease or Syndrome,https://uts-ws.nlm.nih.gov/rest/content/2024AB/CUI/C1277187/atoms,https://uts-ws.nlm.nih.gov/rest/content/2024AB/CUI/C1277187/relations
60991002,C0225810,Structure of base of heart,Body Location or Region,https://uts-ws.nlm.nih.gov/rest/content/2024AB/CUI/C0225810/atoms,https://uts-ws.nlm.nih.gov/rest/content/2024AB/CUI/C0225810/relations
33994004,C0085623,Akinesia,Finding,https://uts-ws.nlm.nih.gov/rest/content/2024AB/CUI/C0085623/atoms,https://uts-ws.nlm.nih.gov/rest/content/2024AB/CUI/C0085623/relations
37706002,C0232172,Hypokinesis of cardiac wall,Pathologic Function,https://uts-ws.nlm.nih.gov/rest/content/2024AB/CUI/C0232172/atoms,
439858009,C2585212,Doppler ultrasonography of heart tissue,Diagnostic Procedure,https://uts-ws.nlm.nih.gov/rest/content/2024AB/CUI/C2585212/atoms,
87878005,C0225897,Left ventricular structure,"Body Part, Organ, or Organ Component",https://uts-ws.nlm.nih.gov/rest/content/2024AB/CUI/C0225897/atoms,https://uts-ws.nlm.nih.gov/rest/content/2024AB/CUI/C0225897/relations
91274007,C0232178,Normal cardiac flow,Organ or Tissue Function,https://uts-ws.nlm.nih.gov/rest/content/2024AB/CUI/C0232178/atoms,
53085002,C0225883,Right ventricular structure,"Body Part, Organ, or Organ Component",https://uts-ws.nlm.nih.gov/rest/content/2024AB/CUI/C0225883/atoms,https://uts-ws.nlm.nih.gov/rest/content/2024AB/CUI/C0225883/relations
373122000,C1298809,Normal ventricular wall motion,Finding,https://uts-ws.nlm.nih.gov/rest/content/2024AB/CUI/C1298809/atoms,
81797008,C0225958,Structure of cusp of aortic valve,"Body Part, Organ, or Organ Component",https://uts-ws.nlm.nih.gov/rest/content/2024AB/CUI/C0225958/atoms,https://uts-ws.nlm.nih.gov/rest/content/2024AB/CUI/C0225958/relations
89977008,C0205400,Thickened,Finding,https://uts-ws.nlm.nih.gov/rest/content/2024AB/CUI/C0205400/atoms,https://uts-ws.nlm.nih.gov/rest/content/2024AB/CUI/C0205400/relations
60573004,C0003507,Aortic Valve Stenosis,Pathologic Function,https://uts-ws.nlm.nih.gov/rest/content/2024AB/CUI/C0003507/atoms,https://uts-ws.nlm.nih.gov/rest/content/2024AB/CUI/C0003507/relations
60234000,C0003504,Aortic Valve Insufficiency,Disease or Syndrome,https://uts-ws.nlm.nih.gov/rest/content/2024AB/CUI/C0003504/atoms,https://uts-ws.nlm.nih.gov/rest/content/2024AB/CUI/C0003504/relations
448820003,C3164530,Thickened mitral leaflet,Finding,https://uts-ws.nlm.nih.gov/rest/content/2024AB/CUI/C3164530/atoms,
838451005,C5393825,Mild mitral valve regurgitation,Disease or Syndrome,https://uts-ws.nlm.nih.gov/rest/content/2024AB/CUI/C5393825/atoms,
11399002,C2973725,Pulmonary arterial hypertension,Disease or Syndrome,https://uts-ws.nlm.nih.gov/rest/content/2024AB/CUI/C2973725/atoms,https://uts-ws.nlm.nih.gov/rest/content/2024AB/CUI/C2973725/relations
373945007,C0031039,Pericardial effusion,Disease or Syndrome,https://uts-ws.nlm.nih.gov/rest/content/2024AB/CUI/C0031039/atoms,https://uts-ws.nlm.nih.gov/rest/content/2024AB/CUI/C0031039/relations
233258006,C0397654,Angioplasty of artery,Therapeutic or Preventive Procedure,https://uts-ws.nlm.nih.gov/rest/content/2024AB/CUI/C0397654/atoms,
41879009,C0226044,Structure of distal portion of right coronary artery,"Body Part, Organ, or Organ Component",https://uts-ws.nlm.nih.gov/rest/content/2024AB/CUI/C0226044/atoms,https://uts-ws.nlm.nih.gov/rest/content/2024AB/CUI/C0226044/relations
52988006,C0221198,Lesion,Finding,https://uts-ws.nlm.nih.gov/rest/content/2024AB/CUI/C0221198/atoms,https://uts-ws.nlm.nih.gov/rest/content/2024AB/CUI/C0221198/relations
164854000,C0522054,ECG normal,Finding,https://uts-ws.nlm.nih.gov/rest/content/2024AB/CUI/C0522054/atoms,https://uts-ws.nlm.nih.gov/rest/content/2024AB/CUI/C0522054/relations
359746009,C1282982,Patient's condition stable,Finding,https://uts-ws.nlm.nih.gov/rest/content/2024AB/CUI/C1282982/atoms,https://uts-ws.nlm.nih.gov/rest/content/2024AB/CUI/C1282982/relations
830123008,C5394759,Normal state of mind,Finding,https://uts-ws.nlm.nih.gov/rest/content/2024AB/CUI/C5394759/atoms,
233970002,C0242231,Coronary Stenosis,Disease or Syndrome,https://uts-ws.nlm.nih.gov/rest/content/2024AB/CUI/C0242231/atoms,https://uts-ws.nlm.nih.gov/rest/content/2024AB/CUI/C0242231/relations
41801008,C0205042,Coronary artery,"Body Part, Organ, or Organ Component",https://uts-ws.nlm.nih.gov/rest/content/2024AB/CUI/C0205042/atoms,https://uts-ws.nlm.nih.gov/rest/content/2024AB/CUI/C0205042/relations
80891009,C0018787,Heart,"Body Part, Organ, or Organ Component",https://uts-ws.nlm.nih.gov/rest/content/2024AB/CUI/C0018787/atoms,https://uts-ws.nlm.nih.gov/rest/content/2024AB/CUI/C0018787/relations
37727007,C0232341,Increased vascular flow,Finding,https://uts-ws.nlm.nih.gov/rest/content/2024AB/CUI/C0232341/atoms,
67629009,C0189897,Catheterization of left heart,Diagnostic Procedure,https://uts-ws.nlm.nih.gov/rest/content/2024AB/CUI/C0189897/atoms,https://uts-ws.nlm.nih.gov/rest/content/2024AB/CUI/C0189897/relations
36969009,C0521232,Placement of stent in coronary artery,Therapeutic or Preventive Procedure,https://uts-ws.nlm.nih.gov/rest/content/2024AB/CUI/C0521232/atoms,https://uts-ws.nlm.nih.gov/rest/content/2024AB/CUI/C0521232/relations
40930008,C0020676,Hypothyroidism,Disease or Syndrome,https://uts-ws.nlm.nih.gov/rest/content/2024AB/CUI/C0020676/atoms,https://uts-ws.nlm.nih.gov/rest/content/2024AB/CUI/C0020676/relations
197927001,C0262655,Recurrent urinary tract infection,Disease or Syndrome,https://uts-ws.nlm.nih.gov/rest/content/2024AB/CUI/C0262655/atoms,https://uts-ws.nlm.nih.gov/rest/content/2024AB/CUI/C0262655/relations
162470006,C0436345,Symptom severe,Finding,https://uts-ws.nlm.nih.gov/rest/content/2024AB/CUI/C0436345/atoms,https://uts-ws.nlm.nih.gov/rest/content/2024AB/CUI/C0436345/relations
9267009,C0392685,Chest pain at rest,Sign or Symptom,https://uts-ws.nlm.nih.gov/rest/content/2024AB/CUI/C0392685/atoms,https://uts-ws.nlm.nih.gov/rest/content/2024AB/CUI/C0392685/relations
371030007,C1299600,Squeezing chest pain,Finding,https://uts-ws.nlm.nih.gov/rest/content/2024AB/CUI/C1299600/atoms,
76752008,C0006141,Breast,"Body Part, Organ, or Organ Component",https://uts-ws.nlm.nih.gov/rest/content/2024AB/CUI/C0006141/atoms,https://uts-ws.nlm.nih.gov/rest/content/2024AB/CUI/C0006141/relations
22298006,C0027051,Myocardial Infarction,Disease or Syndrome,https://uts-ws.nlm.nih.gov/rest/content/2024AB/CUI/C0027051/atoms,https://uts-ws.nlm.nih.gov/rest/content/2024AB/CUI/C0027051/relations
22253000,C0030193,Pain,Sign or Symptom,https://uts-ws.nlm.nih.gov/rest/content/2024AB/CUI/C0030193/atoms,https://uts-ws.nlm.nih.gov/rest/content/2024AB/CUI/C0030193/relations
715036001,C4075005,Does not take medication,Finding,https://uts-ws.nlm.nih.gov/rest/content/2024AB/CUI/C4075005/atoms,
80313002,C0030252,Palpitations,Finding,https://uts-ws.nlm.nih.gov/rest/content/2024AB/CUI/C0030252/atoms,https://uts-ws.nlm.nih.gov/rest/content/2024AB/CUI/C0030252/relations
230145002,C0013404,Dyspnea,Sign or Symptom,https://uts-ws.nlm.nih.gov/rest/content/2024AB/CUI/C0013404/atoms,https://uts-ws.nlm.nih.gov/rest/content/2024AB/CUI/C0013404/relations
282146009,C0600108,Does walk,Finding,https://uts-ws.nlm.nih.gov/rest/content/2024AB/CUI/C0600108/atoms,https://uts-ws.nlm.nih.gov/rest/content/2024AB/CUI/C0600108/relations
449614009,C0581394,Swelling of lower limb,Pathologic Function,https://uts-ws.nlm.nih.gov/rest/content/2024AB/CUI/C0581394/atoms,https://uts-ws.nlm.nih.gov/rest/content/2024AB/CUI/C0581394/relations
49650001,C0013428,Dysuria,Sign or Symptom,https://uts-ws.nlm.nih.gov/rest/content/2024AB/CUI/C0013428/atoms,https://uts-ws.nlm.nih.gov/rest/content/2024AB/CUI/C0013428/relations
385868005,C1272366,Emergency treatment management,Health Care Activity,https://uts-ws.nlm.nih.gov/rest/content/2024AB/CUI/C1272366/atoms,
29303009,C1623258,Electrocardiography,Diagnostic Procedure,https://uts-ws.nlm.nih.gov/rest/content/2024AB/CUI/C1623258/atoms,https://uts-ws.nlm.nih.gov/rest/content/2024AB/CUI/C1623258/relations
64730000,C0232202,Normal sinus rhythm,Finding,https://uts-ws.nlm.nih.gov/rest/content/2024AB/CUI/C0232202/atoms,
39732003,C0232297,Left axis deviation,Finding,https://uts-ws.nlm.nih.gov/rest/content/2024AB/CUI/C0232297/atoms,https://uts-ws.nlm.nih.gov/rest/content/2024AB/CUI/C0232297/relations
4554005,C0264909,Intraventricular conduction defect,Disease or Syndrome,https://uts-ws.nlm.nih.gov/rest/content/2024AB/CUI/C0264909/atoms,https://uts-ws.nlm.nih.gov/rest/content/2024AB/CUI/C0264909/relations
59931005,C0520888,Inverted T wave,Finding,https://uts-ws.nlm.nih.gov/rest/content/2024AB/CUI/C0520888/atoms,https://uts-ws.nlm.nih.gov/rest/content/2024AB/CUI/C0520888/relations
257476008,C0441908,Lead site V2,Body Location or Region,https://uts-ws.nlm.nih.gov/rest/content/2024AB/CUI/C0441908/atoms,https://uts-ws.nlm.nih.gov/rest/content/2024AB/CUI/C0441908/relations
257479001,C0449219,Lead site V5,Body Location or Region,https://uts-ws.nlm.nih.gov/rest/content/2024AB/CUI/C0449219/atoms,https://uts-ws.nlm.nih.gov/rest/content/2024AB/CUI/C0449219/relations
104589004,C0391938,"Chloride measurement, blood",Laboratory Procedure,https://uts-ws.nlm.nih.gov/rest/content/2024AB/CUI/C0391938/atoms,https://uts-ws.nlm.nih.gov/rest/content/2024AB/CUI/C0391938/relations
68994006,C0200694,Measurement of total hemoglobin concentration and hematocrit,Laboratory Procedure,https://uts-ws.nlm.nih.gov/rest/content/2024AB/CUI/C0200694/atoms,https://uts-ws.nlm.nih.gov/rest/content/2024AB/CUI/C0200694/relations
27171005,C0042014,Urinalysis,Laboratory Procedure,https://uts-ws.nlm.nih.gov/rest/content/2024AB/CUI/C0042014/atoms,https://uts-ws.nlm.nih.gov/rest/content/2024AB/CUI/C0042014/relations
61373006,C0004659,Bacteriuria,Finding,https://uts-ws.nlm.nih.gov/rest/content/2024AB/CUI/C0004659/atoms,https://uts-ws.nlm.nih.gov/rest/content/2024AB/CUI/C0004659/relations
117010004,C0430404,Urine culture,Laboratory Procedure,https://uts-ws.nlm.nih.gov/rest/content/2024AB/CUI/C0430404/atoms,https://uts-ws.nlm.nih.gov/rest/content/2024AB/CUI/C0430404/relations
310636007,C0588167,Continuous infusion of heparin,Therapeutic or Preventive Procedure,https://uts-ws.nlm.nih.gov/rest/content/2024AB/CUI/C0588167/atoms,
247347003,C2364135,Discomfort,Sign or Symptom,https://uts-ws.nlm.nih.gov/rest/content/2024AB/CUI/C2364135/atoms,https://uts-ws.nlm.nih.gov/rest/content/2024AB/CUI/C2364135/relations
415300000,C0489633,Review of systems (procedure),Health Care Activity,https://uts-ws.nlm.nih.gov/rest/content/2024AB/CUI/C0489633/atoms,https://uts-ws.nlm.nih.gov/rest/content/2024AB/CUI/C0489633/relations
266257000,C0007787,Transient Ischemic Attack,Disease or Syndrome,https://uts-ws.nlm.nih.gov/rest/content/2024AB/CUI/C0007787/atoms,https://uts-ws.nlm.nih.gov/rest/content/2024AB/CUI/C0007787/relations
128053003,C0149871,Deep Vein Thrombosis,Disease or Syndrome,https://uts-ws.nlm.nih.gov/rest/content/2024AB/CUI/C0149871/atoms,https://uts-ws.nlm.nih.gov/rest/content/2024AB/CUI/C0149871/relations
59282003,C0034065,Pulmonary Embolism,Pathologic Function,https://uts-ws.nlm.nih.gov/rest/content/2024AB/CUI/C0034065/atoms,https://uts-ws.nlm.nih.gov/rest/content/2024AB/CUI/C0034065/relations
131148009,C0019080,Hemorrhage,Pathologic Function,https://uts-ws.nlm.nih.gov/rest/content/2024AB/CUI/C0019080/atoms,https://uts-ws.nlm.nih.gov/rest/content/2024AB/CUI/C0019080/relations
387713003,C0543467,Operative Surgical Procedures,Therapeutic or Preventive Procedure,https://uts-ws.nlm.nih.gov/rest/content/2024AB/CUI/C0543467/atoms,https://uts-ws.nlm.nih.gov/rest/content/2024AB/CUI/C0543467/relations
